Activity database,Activity code,Activity name,Activity unit,Activity type,Exchange database,Exchange input,Exchange amount,Exchange unit,Exchange type,Exchange uncertainty type,Exchange loc,Exchange scale,pedigree,scale without pedigree,Exchange's common name,Exchange location,Exchange category,comment
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,1c389e81-9f9d-4e52-a6e9-11cc6b73d90d,0.000101409,kilogram,biosphere,2,-9.19634614,0.630872412,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.583095189,Fluorine,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,cfdbc576-e8dc-44ef-bdf2-ddd7009ce57e,0.000243382,kilogram,biosphere,2,-8.320877403,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,m-Xylene,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,a861cfae-a310-4e9d-b9eb-5d555c9a684c,0.079841664,kilogram,biosphere,2,-2.527709805,0.242280829,"{'reliability': 3, 'completeness': 3, 'temporal correlation': 4, 'geographical correlation': 3, 'further technological correlation': 3}",0.2,Formaldehyde,,"('air',)","On-site process emissions and emissions from energy production from wood. Related VOCs are  typically released during the drying and pressing of the OSB products.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,2cb2333c-1599-46cf-8435-3dffce627524,0.09735289,kilogram,biosphere,2,-2.329412856,0.630872412,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.583095189,"Carbon monoxide, non-fossil",,"('air',)",Emissions from energy production from wood on site.
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,cec6e39b-700c-432f-8c80-4840b0ddc92e,1.64E-08,kilogram,biosphere,2,-17.92426036,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,"Phenol, pentachloro-",,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,fd7aa71c-508c-480d-81a6-8052aad92646,0.005070463,kilogram,biosphere,2,-5.284323135,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Sulfur dioxide,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,b87016c6-ac91-4414-98ce-fb665e0a6d2e,0.011864884,kilogram,biosphere,2,-4.434172206,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Calcium,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,71234253-b3a7-4dfe-b166-a484ad15bee7,6.08E-07,kilogram,biosphere,2,-14.31234195,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Mercury,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,5896c761-4e02-4573-8747-c4bbf73162c0,0.009678038,kilogram,biosphere,2,-4.637896084,0.221867077,"{'reliability': 1, 'completeness': 3, 'temporal correlation': 4, 'geographical correlation': 2, 'further technological correlation': 2}",0.2,Phenol,,"('air',)",On-site process related VOCs are  typically released during the drying and pressing of the OSB products
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,4cff006f-c6df-42a8-9dee-cc064f14326e,0.006287374,kilogram,biosphere,2,-5.069211755,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,"Hydrocarbons, aliphatic, unsaturated",,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,295060ba-3c3d-45e4-99ca-e17b1204b553,0.000344791,kilogram,biosphere,2,-7.972570709,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Manganese,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,87883a4e-1e3e-4c9d-90c0-f1bea36f8014,0.00350876,kilogram,biosphere,2,-5.652492458,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Ammonia,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,39d1390a-ded6-41cb-a536-d47510bf2fbc,0.000365073,kilogram,biosphere,2,-7.915412295,0.630872412,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.583095189,Chlorine,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,8e123669-94d3-41d8-9480-a79211fe7c43,5.07E-05,kilogram,biosphere,2,-9.889493321,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Lead,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,66020d27-7ae4-4e59-83a3-89214b72c40a,0.223919143,kilogram,biosphere,2,-1.496470261,0.360312364,"{'reliability': 2, 'completeness': 3, 'temporal correlation': 4, 'geographical correlation': 2, 'further technological correlation': 2}",0.346410162,"Particulates, > 10 um",,"('air',)","On-site process related particulates are typically released during the drying and pressing of the OSB products.
Calculated value from total particulates and PM<10 um"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,20185046-64bb-4c09-a8e7-e8a9e144ca98,0.005070463,kilogram,biosphere,2,-5.284323135,0.630872412,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.583095189,Dinitrogen monoxide,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,aeefa758-5f4f-4bb4-a28a-4075e81f2fde,0.000730147,kilogram,biosphere,2,-7.222265114,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Magnesium,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,c1b91234-6f24-417b-8309-46111d09c457,0.450989523,kilogram,biosphere,2,-0.796311171,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Nitrogen oxides,,"('air',)","On-site process and emissions from energy production from wood.

Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,ec8144d6-d123-43b1-9c17-a295422a0498,4.46E-05,kilogram,biosphere,2,-10.01732669,0.630872412,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.583095189,Copper,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,a5506f4b-113f-4713-95c3-c819dde6e48b,1.22E-05,kilogram,biosphere,2,-11.31660968,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Nickel,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,ba2f3f82-c93a-47a5-822a-37ec97495275,0.83366,kilogram,biosphere,2,-0.181929634,0.221867077,"{'reliability': 1, 'completeness': 3, 'temporal correlation': 4, 'geographical correlation': 2, 'further technological correlation': 2}",0.2,"Carbon monoxide, fossil",,"('air',)",On-site process emission
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,d761f94e-517d-41cf-89fa-17dc72f7a69b,0.000608456,kilogram,biosphere,2,-7.404586671,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Phosphorus,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,5e13c2ab-5466-4ff5-816d-702dfdf25f76,1.01E-06,kilogram,biosphere,2,-13.80151633,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Benzo(a)pyrene,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,3e5d7d91-67d7-4afb-91dd-36fab58e4685,2.25E-05,kilogram,biosphere,2,-10.70142404,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,"PAH, polycyclic aromatic hydrocarbons",,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,88ef28f1-cfd5-44a0-ac34-01acf2db84a0,6.08E-05,kilogram,biosphere,2,-9.707171764,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,"Benzene, ethyl-",,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,075e433b-4be4-448e-9510-9a5029c1ce94,0.443224514,cubic meter,biosphere,2,-0.813678834,0.103561576,"{'reliability': 3, 'completeness': 2, 'temporal correlation': 4, 'geographical correlation': 2, 'further technological correlation': 1}",0.024494897,Water,,"('air',)","Evaporated water during wood combustion. 
Calculated from the mass balance"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,04f42988-6207-4d09-a91f-155be8d27eb0,1.46E-11,kilogram,biosphere,2,-24.94979868,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,"Benzene, hexachloro-",,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,235b2f02-ff98-4da9-82e2-e4246c7b7990,0.002636641,kilogram,biosphere,2,-5.938249602,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Sodium,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,c24f5894-f95e-4661-ba76-130397348894,0.000121691,kilogram,biosphere,2,-9.014024584,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Bromine,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,21e46cb8-6233-4c99-bac3-c41d2ab99498,0.31879,kilogram,biosphere,2,-1.1432227,0.223215143,"{'reliability': 2, 'completeness': 3, 'temporal correlation': 4, 'geographical correlation': 2, 'further technological correlation': 2}",0.2,"Particulates, < 2.5 um",,"('air',)",On-site process and emissions from energy production from wood.
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,28999907-a8a7-45b3-857e-836495ca2aa0,0.001845649,kilogram,biosphere,2,-6.294924546,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Benzene,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,e3e8f6a2-c45e-4685-9859-698b2eadaf5b,0.062289303,kilogram,biosphere,2,-2.775965565,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Acetaldehyde,,"('air',)","On-site process emissions and emissions from energy production from wood. Related VOCs are  typically released during the drying and pressing of the OSB products.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,082903e4-45d8-4078-94cb-736b15279277,6.29E-11,kilogram,biosphere,2,-23.4898925,0.630872412,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.583095189,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,0ebdb68a-f50d-4b0c-ad4b-3a1104d8b454,0.19856,kilogram,biosphere,2,-1.616663958,0.221867077,"{'reliability': 1, 'completeness': 3, 'temporal correlation': 4, 'geographical correlation': 2, 'further technological correlation': 2}",0.2,Methanol,,"('air',)",On-site process emissions.
Modified consequential datasets,Recyc_OSB_conseq,oriented strand board production - modified,cubic meter,process,biosphere3,eba59fd6-f37e-41dc-9ca3-c7ea22d602c7,208.9030775,kilogram,biosphere,2,5.3418704,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,"Carbon dioxide, non-fossil",,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified consequential datasets,Recyc_PB_QC_Conseq,"particle board production, for indoor use - modified&recyc",cubic meter,process,ecoinvent 3_5 consequential,f44ae7feab194bcd39aa628b9a1ef898,3.7,kilogram,technosphere,2,0.542324291,0.458911756,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.024494897,diesel,RER,,"Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
Modified consequential datasets,Recyc_PB_QC_Conseq,"particle board production, for indoor use - modified&recyc",cubic meter,process,Modified consequential datasets,Recyc_PB_QC_Conseq,1,cubic meter,production,0,1,,,,"particle board, for indoor use",RoW,,
Modified consequential datasets,Recyc_PB_QC_Conseq,"particle board production, for indoor use - modified&recyc",cubic meter,process,ecoinvent 3_5 consequential,84e48d5740514f1e0b3b1a40658d9940,3.33E-08,unit,technosphere,2,-17.21770844,0.748331477,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.591607978,"wooden board factory, organic bonded boards",GLO,,"Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
Modified consequential datasets,Recyc_PB_QC_Conseq,"particle board production, for indoor use - modified&recyc",cubic meter,process,ecoinvent 3_5 consequential,0ab7a3faa9d370b1c626af4371a972db,17,kilogram,technosphere,2,1.699278616,0.556776436,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.316227766,paraffin,GLO,,"Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
Modified consequential datasets,Recyc_PB_QC_Conseq,"particle board production, for indoor use - modified&recyc",cubic meter,process,ecoinvent 3_5 consequential,d781f94762ee8da0936863c8934e8f9e,-0.006,cubic meter,technosphere,2,-5.11599581,0.460434577,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.04472136,wastewater from particle board production,GLO,,EcoSpold01Location=CH
Modified consequential datasets,Recyc_PB_QC_Conseq,"particle board production, for indoor use - modified&recyc",cubic meter,process,ecoinvent 3_5 consequential,1a296d9997e0213ab06dda045622ce13,70.4,kilogram,technosphere,2,4.272490748,0.556776436,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.316227766,urea formaldehyde resin,RER,,EcoSpold01Location=RER
Modified consequential datasets,Recyc_PB_QC_Conseq,"particle board production, for indoor use - modified&recyc",cubic meter,process,ecoinvent 3_5 consequential,57fd460664269df0e647ef53e7536f8c,0.0696,kilogram,technosphere,2,-4.017383521,0.458911756,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.024494897,lubricating oil,RER,,"Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
Modified consequential datasets,Recyc_PB_QC_Conseq,"particle board production, for indoor use - modified&recyc",cubic meter,process,ecoinvent 3_5 consequential,70cd3687a4309a810835fa69d2ac93de,149,kilowatt hour,technosphere,0,1,,,,"electricity, medium voltage",CA-QC,,
Modified consequential datasets,Recyc_PB_QC_Conseq,"particle board production, for indoor use - modified&recyc",cubic meter,process,ecoinvent 3_5 consequential,3404be15e9bc4a233529cac1d15b8de5,72.2,megajoule,technosphere,0,1,,,,"heat, district or industrial, natural gas",CA-QC,,
Modified consequential datasets,Recyc_PB_QC_Conseq,"particle board production, for indoor use - modified&recyc",cubic meter,process,ecoinvent 3_5 consequential,1a9cd3b7788072a66875767d20764808,14.5,megajoule,technosphere,0,1,,,,"heat, district or industrial, other than natural gas",CA-QC,,
Modified consequential datasets,Recyc_PB_QC_Conseq,"particle board production, for indoor use - modified&recyc",cubic meter,process,ecoinvent 3_5 consequential,8f2e2b162d8f63daf413c1900c771b88,859.2,megajoule,technosphere,0,1,,,,"heat, district or industrial, other than natural gas",CA-QC,,Thermal efficiency referring to the LHV of the fuel input
Modified consequential datasets,Recyc_PB_QC_Conseq,"particle board production, for indoor use - modified&recyc",cubic meter,process,ecoinvent 3_5 consequential,5272aed4c82ef17418ee45009b57896b,0,kilogram,technosphere,2,-0.961818177,0.458911756,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.024494897,"wood ash mixture, pure",Europe without Switzerland,,"Estimate. The value is extrapolated from the particle board production, for indoor use, from virgin wood, BR (Brazil)."
